zone_id,hour_of_day,day_of_week,is_weekend,incident_count
Zone_1,18,4,0,5
Zone_13,8,4,0,9
Zone_10,1,2,0,2
Zone_2,8,2,0,8
Zone_8,6,5,1,7
Zone_10,7,5,1,4
Zone_1,14,6,1,7
Zone_4,13,1,0,2
Zone_13,3,2,0,1
Zone_5,19,2,0,7
Zone_11,6,0,0,4
Zone_6,10,4,0,1
Zone_14,22,6,1,5
Zone_5,19,6,1,6
Zone_1,14,0,0,2
Zone_11,18,1,0,5
Zone_13,16,5,1,5
Zone_6,0,4,0,1
Zone_10,0,0,0,3
Zone_6,22,2,0,1
Zone_11,21,2,0,4
Zone_7,3,0,0,4
Zone_15,19,0,0,3
Zone_6,22,0,0,1
Zone_9,14,3,0,1
Zone_2,19,5,1,8
Zone_13,18,5,1,7
Zone_3,2,5,1,4
Zone_14,9,0,0,5
Zone_3,15,0,0,1
Zone_2,11,5,1,4
Zone_7,16,2,0,2
Zone_15,5,6,1,3
Zone_11,16,6,1,9
Zone_4,7,4,0,3
Zone_14,8,0,0,6
Zone_11,20,0,0,7
Zone_4,7,1,0,4
Zone_10,8,6,1,6
Zone_11,16,1,0,4
Zone_12,17,3,0,3
Zone_15,22,5,1,3
Zone_9,11,6,1,3
Zone_10,7,5,1,4
Zone_12,8,1,0,4
Zone_3,18,2,0,2
Zone_13,14,4,0,2
Zone_5,1,5,1,5
Zone_8,19,6,1,9
Zone_7,17,2,0,4
Zone_12,9,4,0,6
Zone_15,11,0,0,3
Zone_11,12,3,0,3
Zone_5,11,3,0,3
Zone_8,16,1,0,3
Zone_5,7,4,0,3
Zone_2,22,6,1,5
Zone_7,14,0,0,4
Zone_6,21,0,0,1
Zone_14,1,2,0,4
Zone_14,14,5,1,5
Zone_9,14,3,0,1
Zone_14,21,5,1,4
Zone_4,0,1,0,2
Zone_4,3,4,0,3
Zone_2,2,3,0,4
Zone_10,21,2,0,3
Zone_9,14,4,0,2
Zone_5,8,0,0,7
Zone_5,9,1,0,7
Zone_11,11,1,0,3
Zone_7,0,6,1,3
Zone_6,6,0,0,0
Zone_1,2,4,0,2
Zone_4,22,2,0,4
Zone_1,14,0,0,4
Zone_13,7,2,0,2
Zone_10,18,3,0,4
Zone_4,20,0,0,4
Zone_4,23,0,0,2
Zone_15,14,5,1,4
Zone_8,16,1,0,5
Zone_2,9,2,0,6
Zone_10,14,5,1,3
Zone_14,2,1,0,5
Zone_14,13,3,0,3
Zone_3,12,4,0,2
Zone_8,2,4,0,3
Zone_4,21,4,0,3
Zone_6,2,2,0,1
Zone_14,2,5,1,5
Zone_4,8,5,1,7
Zone_7,9,2,0,3
Zone_15,16,5,1,3
Zone_15,17,6,1,5
Zone_14,1,1,0,2
Zone_6,3,5,1,2
Zone_11,12,6,1,6
Zone_14,14,3,0,5
Zone_8,14,2,0,2
Zone_1,5,1,0,1
Zone_10,5,5,1,5
Zone_6,23,6,1,2
Zone_5,12,6,1,6
Zone_10,12,1,0,2
Zone_13,23,0,0,2
Zone_6,4,2,0,2
Zone_14,5,5,1,4
Zone_8,12,4,0,3
Zone_6,16,2,0,2
Zone_9,5,6,1,3
Zone_4,14,1,0,1
Zone_5,16,6,1,5
Zone_1,6,1,0,1
Zone_4,21,5,1,5
Zone_9,8,0,0,4
Zone_2,19,0,0,7
Zone_5,7,1,0,4
Zone_1,3,2,0,2
Zone_7,19,5,1,7
Zone_9,9,1,0,3
Zone_4,17,3,0,2
Zone_14,13,5,1,7
Zone_13,15,0,0,1
Zone_4,7,6,1,3
Zone_2,5,5,1,5
Zone_7,5,1,0,2
Zone_9,7,5,1,3
Zone_2,3,6,1,4
Zone_3,10,4,0,3
Zone_8,8,6,1,9
Zone_2,3,3,0,3
Zone_5,12,0,0,4
Zone_13,13,4,0,3
Zone_2,17,2,0,3
Zone_7,13,1,0,4
Zone_10,20,1,0,5
Zone_1,15,6,1,4
Zone_4,1,4,0,4
Zone_5,15,4,0,4
Zone_3,1,0,0,2
Zone_10,8,2,0,5
Zone_10,2,5,1,5
Zone_8,21,6,1,6
Zone_13,12,4,0,3
Zone_11,8,5,1,6
Zone_8,11,1,0,4
Zone_4,17,5,1,4
Zone_5,19,0,0,4
Zone_14,19,4,0,6
Zone_10,4,4,0,2
Zone_4,3,4,0,4
Zone_13,22,4,0,3
Zone_8,14,0,0,7
Zone_10,9,5,1,6
Zone_4,15,1,0,3
Zone_15,22,6,1,2
Zone_12,12,3,0,1
Zone_1,17,6,1,4
Zone_15,3,3,0,1
Zone_2,14,0,0,3
Zone_12,20,1,0,2
Zone_1,0,4,0,3
Zone_5,8,2,0,4
Zone_12,4,1,0,0
Zone_11,17,4,0,4
Zone_15,13,0,0,1
Zone_13,7,4,0,2
Zone_11,7,1,0,3
Zone_9,12,2,0,1
Zone_6,7,6,1,4
Zone_10,20,3,0,6
Zone_2,6,5,1,5
Zone_8,19,0,0,4
Zone_3,4,5,1,3
Zone_5,14,0,0,3
Zone_4,1,3,0,2
Zone_12,6,1,0,1
Zone_12,3,1,0,3
Zone_3,17,5,1,3
Zone_1,11,5,1,5
Zone_3,8,6,1,5
Zone_5,6,0,0,2
Zone_12,5,1,0,3
Zone_8,3,1,0,5
Zone_6,6,3,0,1
Zone_3,12,3,0,1
Zone_11,1,2,0,5
Zone_3,9,5,1,8
Zone_3,18,3,0,4
Zone_10,20,6,1,5
Zone_2,10,6,1,6
Zone_9,5,1,0,0
Zone_1,10,3,0,2
Zone_14,2,1,0,2
Zone_12,17,0,0,0
Zone_11,22,4,0,2
Zone_3,23,1,0,0
Zone_14,21,4,0,3
Zone_1,17,6,1,6
Zone_7,18,2,0,6
Zone_3,1,3,0,1
Zone_15,13,1,0,3
Zone_2,8,0,0,4
Zone_7,5,3,0,3
Zone_9,19,5,1,7
Zone_3,5,0,0,0
Zone_6,16,2,0,0
Zone_13,20,2,0,3
Zone_9,15,4,0,5
Zone_1,20,3,0,3
Zone_9,16,2,0,4
Zone_10,23,3,0,2
Zone_6,20,6,1,8
Zone_11,4,2,0,4
Zone_15,10,3,0,3
Zone_3,1,0,0,2
Zone_5,9,0,0,6
Zone_8,15,6,1,4
Zone_7,16,5,1,5
Zone_12,1,1,0,0
Zone_5,7,4,0,2
Zone_9,2,5,1,3
Zone_6,13,1,0,1
Zone_3,1,2,0,1
Zone_2,12,4,0,3
Zone_8,23,4,0,3
Zone_9,0,3,0,0
Zone_14,13,1,0,4
Zone_1,4,6,1,4
Zone_5,0,2,0,3
Zone_2,14,6,1,7
Zone_4,12,0,0,2
Zone_8,19,1,0,5
Zone_5,15,4,0,3
Zone_5,13,6,1,5
Zone_14,13,5,1,4
Zone_13,13,2,0,1
Zone_14,9,4,0,5
Zone_14,23,1,0,4
Zone_1,6,6,1,4
Zone_12,12,3,0,1
Zone_2,15,1,0,2
Zone_11,17,1,0,3
Zone_3,15,1,0,1
Zone_5,8,1,0,8
Zone_14,4,3,0,2
Zone_1,3,1,0,6
Zone_4,18,0,0,6
Zone_2,17,5,1,4
Zone_1,22,0,0,1
Zone_5,16,1,0,5
Zone_12,12,1,0,1
Zone_14,17,1,0,4
Zone_15,11,5,1,3
Zone_5,15,2,0,4
Zone_3,1,2,0,1
Zone_15,21,1,0,1
Zone_3,12,1,0,1
Zone_4,8,3,0,6
Zone_2,13,2,0,2
Zone_4,0,6,1,6
Zone_7,15,2,0,4
Zone_12,2,6,1,3
Zone_7,18,6,1,6
Zone_8,20,2,0,4
Zone_5,22,2,0,3
Zone_9,0,3,0,0
Zone_2,3,2,0,7
Zone_13,4,1,0,2
Zone_11,12,5,1,6
Zone_6,10,4,0,0
Zone_11,10,5,1,6
Zone_12,22,4,0,1
Zone_6,8,1,0,3
Zone_10,16,5,1,4
Zone_4,1,0,0,1
Zone_10,17,6,1,3
Zone_11,17,4,0,4
Zone_2,18,1,0,5
Zone_11,21,4,0,4
Zone_6,3,0,0,3
Zone_6,10,1,0,1
Zone_13,9,5,1,6
Zone_15,4,3,0,3
Zone_9,6,1,0,2
Zone_9,3,0,0,1
Zone_2,10,0,0,2
Zone_2,13,4,0,3
Zone_2,6,3,0,8
Zone_3,20,0,0,3
Zone_11,0,3,0,4
Zone_1,9,3,0,6
Zone_12,2,2,0,0
Zone_4,17,0,0,2
Zone_1,10,5,1,4
Zone_3,23,4,0,1
Zone_15,1,6,1,3
Zone_8,13,0,0,2
Zone_5,5,2,0,2
Zone_15,2,3,0,3
Zone_6,2,2,0,1
Zone_14,21,6,1,5
Zone_2,20,4,0,6
Zone_9,9,6,1,5
Zone_11,6,6,1,6
Zone_6,4,4,0,0
Zone_6,9,6,1,5
Zone_3,0,1,0,2
Zone_14,15,0,0,3
Zone_14,9,1,0,4
Zone_10,21,2,0,3
Zone_13,5,3,0,3
Zone_5,23,4,0,4
Zone_5,13,6,1,6
Zone_2,6,5,1,5
Zone_13,18,3,0,5
Zone_9,22,0,0,1
Zone_5,11,6,1,4
Zone_8,17,0,0,4
Zone_2,19,5,1,7
Zone_8,14,2,0,3
Zone_12,5,4,0,2
Zone_1,4,3,0,4
Zone_12,13,2,0,2
Zone_12,1,5,1,4
Zone_10,2,3,0,1
Zone_2,2,1,0,4
Zone_11,20,3,0,5
Zone_1,21,2,0,2
Zone_13,5,1,0,1
Zone_3,4,6,1,2
Zone_4,7,6,1,4
Zone_13,3,5,1,3
Zone_14,13,0,0,4
Zone_6,15,5,1,3
Zone_8,3,2,0,3
Zone_6,4,2,0,2
Zone_3,10,4,0,3
Zone_8,8,6,1,10
Zone_15,18,0,0,3
Zone_5,1,2,0,2
Zone_2,18,0,0,5
Zone_5,15,4,0,3
Zone_4,22,5,1,7
Zone_5,23,6,1,5
Zone_4,10,5,1,4
Zone_14,6,6,1,6
Zone_13,19,0,0,3
Zone_1,3,2,0,3
Zone_1,3,5,1,3
Zone_13,23,6,1,4
Zone_14,21,6,1,5
Zone_12,17,3,0,0
Zone_13,12,0,0,2
Zone_11,5,0,0,3
Zone_6,13,2,0,0
Zone_11,23,0,0,3
Zone_3,13,2,0,2
Zone_9,21,5,1,2
Zone_9,4,1,0,0
Zone_3,9,3,0,3
Zone_6,12,6,1,5
Zone_8,6,3,0,2
Zone_14,6,1,0,3
Zone_10,23,3,0,4
Zone_10,1,4,0,2
Zone_7,15,2,0,3
Zone_11,6,2,0,2
Zone_10,21,4,0,1
Zone_1,0,3,0,1
Zone_15,10,1,0,2
Zone_9,12,1,0,2
Zone_7,8,3,0,4
Zone_7,22,1,0,2
Zone_3,15,1,0,2
Zone_11,18,5,1,7
Zone_2,14,4,0,4
Zone_6,9,6,1,5
Zone_9,4,0,0,2
Zone_7,10,5,1,4
Zone_4,9,4,0,4
Zone_5,1,4,0,6
Zone_8,21,6,1,4
Zone_2,20,3,0,4
Zone_1,14,2,0,5
Zone_15,13,3,0,5
Zone_2,3,6,1,8
Zone_11,18,0,0,5
Zone_12,11,4,0,0
Zone_15,8,2,0,4
Zone_6,14,0,0,0
Zone_3,20,6,1,6
Zone_7,5,5,1,3
Zone_2,18,2,0,6
Zone_1,18,6,1,7
Zone_8,15,0,0,4
Zone_6,7,2,0,3
Zone_9,12,2,0,1
Zone_13,19,6,1,6
Zone_1,0,5,1,4
Zone_12,10,4,0,1
Zone_12,13,6,1,4
Zone_5,15,4,0,5
Zone_3,9,6,1,7
Zone_10,20,6,1,8
Zone_8,12,1,0,3
Zone_14,8,1,0,4
Zone_15,10,1,0,1
Zone_13,3,6,1,5
Zone_10,7,6,1,3
Zone_1,20,0,0,5
Zone_4,1,4,0,2
Zone_2,21,1,0,3
Zone_13,17,2,0,6
Zone_9,18,2,0,3
Zone_6,2,1,0,1
Zone_15,4,6,1,5
Zone_2,14,3,0,6
Zone_8,20,5,1,7
Zone_8,1,2,0,3
Zone_10,18,5,1,8
Zone_8,20,6,1,6
Zone_9,20,0,0,3
Zone_1,10,6,1,6
Zone_4,1,3,0,1
Zone_11,2,4,0,4
Zone_5,10,3,0,2
Zone_13,21,3,0,3
Zone_11,10,4,0,4
Zone_1,10,4,0,3
Zone_5,8,4,0,5
Zone_7,13,5,1,4
Zone_2,15,2,0,4
Zone_8,23,2,0,2
Zone_2,12,0,0,4
Zone_12,21,5,1,3
Zone_8,20,1,0,7
Zone_2,17,3,0,3
Zone_6,0,5,1,6
Zone_6,7,6,1,4
Zone_2,12,5,1,4
Zone_7,17,4,0,3
Zone_14,9,0,0,6
Zone_11,12,1,0,5
Zone_5,0,4,0,3
Zone_3,0,3,0,1
Zone_11,15,6,1,6
Zone_8,9,5,1,9
Zone_13,14,2,0,3
Zone_14,2,3,0,3
Zone_13,1,0,0,1
Zone_9,7,4,0,1
Zone_6,14,6,1,4
Zone_13,6,6,1,5
Zone_1,23,4,0,4
Zone_6,7,4,0,4
Zone_15,8,5,1,5
Zone_8,12,4,0,2
Zone_4,11,6,1,6
Zone_7,5,1,0,3
Zone_4,5,2,0,3
Zone_12,3,4,0,2
Zone_13,14,1,0,2
Zone_10,10,1,0,3
Zone_14,13,6,1,5
Zone_12,3,2,0,3
Zone_7,11,2,0,4
Zone_7,6,1,0,3
Zone_10,13,0,0,4
Zone_4,16,2,0,1
Zone_6,10,4,0,3
Zone_14,15,0,0,3
Zone_5,15,1,0,4
Zone_13,19,5,1,5
Zone_2,2,5,1,5
Zone_13,8,1,0,3
Zone_14,4,6,1,5
Zone_14,17,0,0,3
Zone_5,9,1,0,4
Zone_8,14,4,0,7
Zone_1,7,3,0,2
Zone_6,15,1,0,1
Zone_1,21,2,0,3
Zone_14,15,6,1,5
Zone_4,6,4,0,4
Zone_9,13,0,0,0
Zone_1,19,3,0,7
Zone_3,1,0,0,3
Zone_11,8,4,0,6
Zone_11,22,3,0,2
Zone_7,15,6,1,4
Zone_6,18,0,0,4
Zone_10,6,4,0,2
Zone_8,19,5,1,8
Zone_12,7,4,0,2
Zone_2,18,3,0,6
Zone_6,16,3,0,1
Zone_8,23,1,0,3
Zone_1,1,1,0,3
Zone_13,19,5,1,8
Zone_3,23,6,1,3
Zone_7,15,4,0,3
Zone_3,14,2,0,3
Zone_6,18,5,1,5
Zone_9,16,2,0,1
Zone_13,9,1,0,4
Zone_2,16,6,1,4
Zone_12,22,0,0,1
Zone_7,0,2,0,3
Zone_14,11,0,0,4
Zone_4,8,6,1,8
Zone_12,2,3,0,3
Zone_12,0,2,0,1
Zone_10,1,1,0,4
Zone_13,21,3,0,1
Zone_8,1,1,0,4
Zone_5,19,5,1,6
Zone_7,6,1,0,2
Zone_1,20,0,0,3
Zone_9,12,3,0,4
Zone_4,20,4,0,6
Zone_11,21,4,0,4
Zone_6,12,2,0,4
Zone_4,18,6,1,5
Zone_15,15,5,1,5
Zone_13,11,3,0,2
Zone_7,20,6,1,7
Zone_3,5,5,1,4
Zone_8,23,6,1,7
Zone_7,2,4,0,3
Zone_15,16,4,0,2
Zone_2,12,3,0,3
Zone_9,14,5,1,2
Zone_6,10,3,0,2
Zone_11,4,6,1,5
Zone_8,10,0,0,3
Zone_6,2,1,0,1
Zone_2,23,6,1,7
Zone_14,10,6,1,4
Zone_11,18,5,1,7
Zone_3,18,3,0,5
Zone_1,10,0,0,1
Zone_14,14,4,0,3
Zone_2,17,5,1,6
Zone_14,3,1,0,2
Zone_5,10,2,0,5
Zone_8,6,0,0,4
Zone_1,9,4,0,3
Zone_5,6,1,0,3
Zone_6,22,3,0,2
Zone_3,3,1,0,1
Zone_3,6,1,0,1
Zone_7,23,4,0,2
Zone_8,12,0,0,3
Zone_7,3,3,0,2
Zone_12,15,5,1,5
Zone_2,15,0,0,4
Zone_8,23,3,0,3
Zone_14,17,3,0,4
Zone_15,7,1,0,0
Zone_6,21,1,0,1
Zone_11,11,4,0,3
Zone_15,6,4,0,1
Zone_7,12,1,0,3
Zone_7,3,0,0,2
Zone_6,1,0,0,2
Zone_13,21,4,0,2
Zone_14,20,4,0,6
Zone_14,16,3,0,3
Zone_1,7,6,1,6
Zone_13,21,4,0,3
Zone_11,1,1,0,2
Zone_1,13,0,0,2
Zone_8,16,4,0,2
Zone_2,4,5,1,6
Zone_12,8,6,1,5
Zone_13,20,5,1,7
Zone_13,15,1,0,1
Zone_13,18,4,0,4
Zone_6,18,0,0,6
Zone_7,15,2,0,1
Zone_7,3,0,0,1
Zone_7,11,1,0,2
Zone_7,17,6,1,4
Zone_14,10,5,1,7
Zone_4,22,5,1,4
Zone_4,17,6,1,5
Zone_13,8,0,0,4
Zone_9,11,4,0,1
Zone_13,20,5,1,8
Zone_10,19,4,0,4
Zone_7,23,3,0,2
Zone_14,21,4,0,3
Zone_7,20,3,0,5
Zone_3,9,4,0,3
Zone_5,12,2,0,3
Zone_15,13,6,1,3
Zone_9,15,0,0,1
Zone_3,5,4,0,0
Zone_13,20,5,1,7
Zone_10,2,3,0,4
Zone_15,11,0,0,1
Zone_11,18,5,1,6
Zone_6,14,2,0,2
Zone_1,17,6,1,3
Zone_10,20,1,0,4
Zone_11,0,1,0,3
Zone_1,20,5,1,7
Zone_6,21,3,0,3
Zone_13,19,5,1,6
Zone_9,15,3,0,0
Zone_5,8,3,0,4
Zone_2,15,1,0,2
Zone_1,15,2,0,1
Zone_10,16,3,0,2
Zone_14,23,2,0,4
Zone_4,18,1,0,5
Zone_9,11,0,0,0
Zone_2,16,4,0,5
Zone_9,2,0,0,1
Zone_8,5,2,0,2
Zone_10,13,4,0,3
Zone_10,18,2,0,5
Zone_6,12,1,0,2
Zone_6,0,3,0,3
Zone_7,23,3,0,2
Zone_1,7,2,0,2
Zone_15,5,4,0,0
Zone_8,2,1,0,3
Zone_15,15,0,0,2
Zone_3,3,3,0,3
Zone_11,5,2,0,5
Zone_5,20,0,0,6
Zone_10,17,6,1,3
Zone_14,9,0,0,5
Zone_3,0,1,0,1
Zone_12,0,1,0,2
Zone_6,21,6,1,3
Zone_5,14,5,1,5
Zone_3,2,6,1,3
Zone_9,9,1,0,3
Zone_3,16,1,0,2
Zone_2,11,3,0,3
Zone_2,15,5,1,6
Zone_5,8,0,0,4
Zone_12,18,0,0,4
Zone_12,5,3,0,2
Zone_6,2,1,0,0
Zone_8,9,0,0,5
Zone_15,17,0,0,0
Zone_10,3,3,0,1
Zone_8,22,3,0,2
Zone_13,15,1,0,5
Zone_5,9,1,0,6
Zone_1,1,2,0,5
Zone_8,17,0,0,3
Zone_2,7,1,0,3
Zone_8,17,6,1,6
Zone_9,19,3,0,3
Zone_15,12,4,0,3
Zone_3,2,5,1,4
Zone_2,11,0,0,5
Zone_9,14,0,0,0
Zone_6,7,1,0,2
Zone_11,8,0,0,6
Zone_14,2,0,0,3
Zone_2,14,2,0,6
Zone_2,21,3,0,6
Zone_13,13,5,1,4
Zone_13,8,0,0,6
Zone_6,22,4,0,3
Zone_12,10,4,0,0
Zone_7,6,3,0,2
Zone_6,1,4,0,0
Zone_6,13,1,0,1
Zone_14,5,6,1,7
Zone_8,0,3,0,4
Zone_12,17,1,0,2
Zone_9,12,5,1,5
Zone_1,9,6,1,7
Zone_9,14,4,0,1
Zone_12,0,1,0,2
Zone_3,9,2,0,5
Zone_8,23,1,0,4
Zone_7,23,0,0,1
Zone_13,5,1,0,1
Zone_11,4,6,1,7
Zone_10,17,2,0,3
Zone_13,10,1,0,4
Zone_4,21,4,0,2
Zone_12,3,3,0,1
Zone_1,22,6,1,4
Zone_12,17,6,1,2
Zone_3,6,0,0,2
Zone_9,2,0,0,1
Zone_7,14,2,0,2
Zone_7,3,3,0,2
Zone_8,12,0,0,3
Zone_8,17,0,0,5
Zone_1,9,6,1,5
Zone_4,8,5,1,6
Zone_8,6,2,0,3
Zone_2,9,4,0,5
Zone_3,10,5,1,4
Zone_8,23,0,0,3
Zone_3,1,3,0,2
Zone_11,15,1,0,4
Zone_3,1,0,0,4
Zone_3,21,2,0,2
Zone_5,13,3,0,3
Zone_4,16,1,0,2
Zone_2,10,1,0,3
Zone_9,13,6,1,4
Zone_1,2,6,1,4
Zone_10,9,1,0,3
Zone_11,9,0,0,5
Zone_2,1,4,0,3
Zone_10,3,6,1,4
Zone_11,20,0,0,5
Zone_15,23,0,0,2
Zone_3,13,0,0,2
Zone_14,15,6,1,5
Zone_10,23,0,0,2
Zone_6,6,5,1,5
Zone_6,22,1,0,0
Zone_9,23,6,1,6
Zone_13,17,1,0,1
Zone_11,14,3,0,2
Zone_8,15,1,0,2
Zone_8,1,6,1,5
Zone_11,2,2,0,5
Zone_13,16,1,0,2
Zone_2,22,3,0,4
Zone_11,23,3,0,4
Zone_4,11,0,0,3
Zone_11,9,2,0,4
Zone_2,23,5,1,6
Zone_11,3,5,1,7
Zone_13,3,1,0,2
Zone_5,2,6,1,5
Zone_13,14,2,0,2
Zone_5,12,6,1,5
Zone_11,2,5,1,4
Zone_1,12,5,1,4
Zone_8,3,1,0,2
Zone_9,23,4,0,0
Zone_9,9,2,0,5
Zone_4,5,3,0,5
Zone_6,13,3,0,1
Zone_10,11,1,0,2
Zone_8,8,4,0,4
Zone_3,16,6,1,2
Zone_4,13,0,0,2
Zone_14,0,4,0,2
Zone_14,23,5,1,5
Zone_8,1,1,0,3
Zone_8,8,2,0,5
Zone_2,3,1,0,3
Zone_1,15,1,0,2
Zone_1,17,3,0,3
Zone_9,5,3,0,1
Zone_8,3,0,0,3
Zone_4,23,5,1,4
Zone_9,9,2,0,2
Zone_13,11,3,0,2
Zone_13,0,1,0,2
Zone_2,18,3,0,5
Zone_3,9,5,1,5
Zone_6,17,5,1,4
Zone_5,6,4,0,2
Zone_11,0,3,0,3
Zone_10,21,1,0,2
Zone_12,12,6,1,3
Zone_5,11,4,0,4
Zone_11,15,2,0,3
Zone_4,15,5,1,4
Zone_8,5,4,0,4
Zone_1,5,0,0,4
Zone_6,6,5,1,4
Zone_15,20,1,0,4
Zone_3,0,2,0,5
Zone_14,4,6,1,5
Zone_15,14,2,0,1
Zone_3,13,0,0,3
Zone_9,8,0,0,4
Zone_7,1,1,0,2
Zone_2,17,5,1,6
Zone_5,23,5,1,6
Zone_8,3,3,0,6
Zone_12,6,1,0,0
Zone_15,3,5,1,3
Zone_11,18,2,0,4
Zone_4,17,5,1,5
Zone_1,7,0,0,3
Zone_9,9,1,0,2
Zone_1,7,1,0,4
Zone_3,1,5,1,3
Zone_6,18,3,0,3
Zone_2,15,1,0,4
Zone_11,23,5,1,7
Zone_10,13,4,0,4
Zone_6,20,1,0,3
Zone_14,23,5,1,5
Zone_9,12,2,0,2
Zone_7,11,4,0,2
Zone_7,16,0,0,3
Zone_14,9,2,0,6
Zone_4,15,3,0,4
Zone_9,15,3,0,1
Zone_4,23,6,1,5
Zone_10,1,6,1,7
Zone_11,10,1,0,3
Zone_8,0,5,1,6
Zone_10,14,5,1,5
Zone_6,1,0,0,1
Zone_2,4,1,0,3
Zone_3,4,5,1,3
Zone_14,3,3,0,3
Zone_15,9,2,0,6
Zone_13,20,4,0,4
Zone_10,12,0,0,4
Zone_10,16,0,0,1
Zone_4,11,5,1,3
Zone_4,4,4,0,2
Zone_10,14,0,0,2
Zone_14,4,2,0,4
Zone_1,11,2,0,4
Zone_8,21,3,0,3
Zone_10,18,2,0,4
Zone_12,5,2,0,1
Zone_7,3,3,0,4
Zone_6,16,0,0,1
Zone_6,12,0,0,2
Zone_12,2,1,0,4
Zone_6,8,3,0,3
Zone_10,3,1,0,4
Zone_5,4,5,1,5
Zone_3,12,6,1,3
Zone_10,16,4,0,2
Zone_6,6,0,0,1
Zone_11,8,2,0,4
Zone_15,19,6,1,6
Zone_3,20,2,0,4
Zone_2,23,0,0,4
Zone_2,23,4,0,3
Zone_14,7,6,1,7
Zone_8,4,5,1,6
Zone_6,23,1,0,0
Zone_12,11,4,0,1
Zone_11,15,2,0,4
Zone_2,19,6,1,7
Zone_13,2,6,1,4
Zone_7,22,1,0,3
Zone_14,18,0,0,6
Zone_5,18,0,0,4
Zone_12,3,1,0,4
Zone_11,3,5,1,6
Zone_10,0,3,0,5
Zone_5,23,5,1,4
Zone_8,3,6,1,4
Zone_7,17,4,0,1
Zone_10,0,1,0,2
Zone_1,11,5,1,4
Zone_10,17,6,1,4
Zone_14,11,0,0,4
Zone_5,0,2,0,3
Zone_3,19,0,0,5
Zone_13,4,5,1,3
Zone_5,8,4,0,4
Zone_2,11,5,1,5
Zone_10,19,1,0,4
Zone_9,9,2,0,4
Zone_5,5,0,0,3
Zone_6,23,3,0,1
Zone_4,22,1,0,3
Zone_13,19,3,0,3
Zone_15,18,4,0,3
Zone_1,5,0,0,1
Zone_10,17,2,0,3
Zone_1,6,2,0,2
Zone_15,5,0,0,1
Zone_6,3,0,0,0
Zone_11,10,0,0,3
Zone_2,8,4,0,5
Zone_13,9,1,0,5
Zone_4,6,3,0,4
Zone_13,14,3,0,2
Zone_11,5,0,0,2
Zone_4,4,6,1,3
Zone_2,19,1,0,4
Zone_3,4,2,0,2
Zone_14,6,2,0,5
Zone_15,13,3,0,2
Zone_8,5,1,0,2
Zone_3,16,5,1,6
Zone_11,19,4,0,5
Zone_11,17,5,1,6
Zone_8,6,1,0,3
Zone_10,2,4,0,2
Zone_10,6,1,0,3
Zone_13,3,3,0,4
Zone_7,11,0,0,2
Zone_15,2,6,1,4
Zone_8,21,0,0,2
Zone_8,20,4,0,6
Zone_6,11,5,1,5
Zone_8,2,5,1,6
Zone_7,17,2,0,2
Zone_7,9,0,0,4
Zone_14,19,5,1,9
Zone_9,15,6,1,3
Zone_7,4,6,1,4
Zone_8,8,2,0,6
Zone_12,9,2,0,4
Zone_8,10,5,1,6
Zone_6,0,5,1,2
Zone_7,1,2,0,3
Zone_6,15,6,1,2
Zone_6,16,0,0,1
Zone_4,8,6,1,5
Zone_5,10,3,0,5
Zone_3,3,2,0,2
Zone_7,22,6,1,4
Zone_3,2,1,0,1
Zone_12,10,1,0,1
Zone_1,11,3,0,2
Zone_12,15,4,0,2
Zone_15,20,4,0,2
Zone_12,18,5,1,5
Zone_6,3,3,0,0
Zone_2,16,5,1,5
Zone_4,3,5,1,4
Zone_6,14,2,0,1
Zone_6,9,0,0,5
Zone_13,15,0,0,1
Zone_15,12,2,0,2
Zone_4,10,0,0,2
Zone_10,17,1,0,4
Zone_11,1,1,0,4
Zone_1,17,5,1,5
Zone_6,1,1,0,1
Zone_1,3,2,0,3
Zone_15,10,2,0,2
Zone_1,1,1,0,2
Zone_12,15,2,0,3
Zone_15,21,0,0,0
Zone_4,3,0,0,2
Zone_1,9,5,1,7
Zone_8,13,4,0,5
Zone_2,18,6,1,6
Zone_1,15,2,0,2
Zone_7,4,5,1,3
Zone_12,1,3,0,1
Zone_12,12,2,0,2
Zone_13,12,1,0,3
Zone_13,10,3,0,2
Zone_2,15,1,0,2
Zone_11,20,4,0,7
Zone_7,14,4,0,3
Zone_15,12,2,0,2
Zone_8,13,4,0,5
Zone_13,17,1,0,4
Zone_11,2,0,0,5
Zone_3,9,3,0,4
Zone_7,10,1,0,2
Zone_13,8,5,1,8
Zone_8,9,1,0,4
Zone_7,9,6,1,6
Zone_9,21,1,0,2
Zone_4,13,3,0,3
Zone_3,7,1,0,4
Zone_9,8,0,0,4
Zone_3,13,0,0,0
Zone_12,23,5,1,5
Zone_10,19,6,1,7
Zone_14,10,6,1,5
Zone_7,4,6,1,4
Zone_3,20,3,0,3
Zone_14,13,6,1,6
Zone_14,16,5,1,6
Zone_8,15,0,0,3
Zone_9,18,0,0,4
Zone_7,5,4,0,2
Zone_2,23,6,1,6
Zone_5,18,6,1,8
Zone_2,2,2,0,4
Zone_15,15,0,0,1
Zone_7,6,2,0,3
Zone_12,1,6,1,4
Zone_10,4,6,1,5
Zone_1,19,3,0,4
Zone_7,5,4,0,3
Zone_11,14,4,0,2
Zone_1,21,4,0,1
Zone_13,20,6,1,7
Zone_11,10,5,1,6
